'39c7adf,David McHale,13 minutes ago,Adding more logging to Steam Manager and ShiftSummaryScreen, updating app id to full release build'
'bc0de8d,David McHale,4 weeks ago,Updating spacing'
'482a9d0,David McHale,4 weeks ago,Updating text effects throughout storyline'
'0dd1d41,David McHale,4 weeks ago,Updating notes as implementation for narrative improvements finished'
'b1d3ced,David McHale,4 weeks ago,Adding color emphasis throughout the story mode'
'97ec6f8,David McHale,4 weeks ago,Updating art dimensions and correcting major errors'
'9dee933,David McHale,4 weeks ago,Updating the font files and experimenting with nine patch for dialogue boxes'
'ef1b4e8,David McHale,4 weeks ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'd31dcfb,David McHale,4 weeks ago,Adding in implementation notes for text effects and text color, MUST change font for better text effect support, current font is awful for this'
'5541efe,Boden McHale,4 weeks ago,Update personal_quarters.png'
'37711b9,David McHale,4 weeks ago,Updating flow control in 7 9 10'
'2313280,David McHale,4 weeks ago,Fixing shift10 flow control'
'd54ee24,David McHale,4 weeks ago,Fixing shift9_end flow control'
'9d3b343,David McHale,4 weeks ago,Updating art and narrative'
'55c49ef,David McHale,4 weeks ago,adding new characters and updating DTL refeences'
'98f425f,David McHale,4 weeks ago,Playtesting and updating first 5 shifts and removing obsolete image references'
'e379513,David McHale,4 weeks ago,Adding slight pixelate effect to all cutscene images to make more uniform'
'5050f62,David McHale,4 weeks ago,Updating final_confrontation image references'
'32bdfc7,David McHale,4 weeks ago,Updating final confrontation timeline'
'f718e7b,David McHale,4 weeks ago,Adding new art to support branching endings'
'2a6ebd3,David McHale,4 weeks ago,Adding new cutscene images for actions in shift 5'
'ad83c72,David McHale,4 weeks ago,cutting unnecessary dtl files and improving fade timers'
'34d57a2,David McHale,4 weeks ago,Archiving unused images that we may yet use'
'fd1603a,David McHale,4 weeks ago,Removing obsolete images'
'a7f4c04,David McHale,4 weeks ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'50039d7,David McHale,4 weeks ago,Updating cutscene image references to make more sense'
'8e7cd7a,Boden McHale,4 weeks ago,Turned down potato audio'
'1231340,Boden McHale,4 weeks ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'ca89826,Boden McHale,4 weeks ago,Added potato interaction with emotes, disabled emote at init'
'7dea67d,David McHale,4 weeks ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'9e7c8f8,David McHale,4 weeks ago,Fixing the errors, y'know, from missing images'
'8123b54,Boden McHale,4 weeks ago,Fixed z-index error on main menu'
'542e801,Boden McHale,4 weeks ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'048a87b,Boden McHale,4 weeks ago,Fixed Discord button, made buttons snappier'
'd6fb5b5,David McHale,4 weeks ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'30efad8,David McHale,4 weeks ago,Adding new artwork for the narrative, shortening DTLs, updating references'
'624e667,Boden McHale,4 weeks ago,Fixed hover audio in menus'
'afa8f18,Boden McHale,4 weeks ago,Updated hover audio for menus'
'285aaff,Boden McHale,4 weeks ago,Fixed SFX for menus'
'6b131d4,Boden McHale,4 weeks ago,Added juice to more buttons'
'0fc8584,Boden McHale,4 weeks ago,Added juice to buttons, included fade-in for new elements, condensed UI scenes, updated animations, added awaits'
'48edfb9,Boden McHale,4 weeks ago,Added Feedback and social buttons to fade animation'
'a173cd5,Boden McHale,4 weeks ago,Added a feedback button to the main menu'
'fe451cd,Boden McHale,4 weeks ago,Merge pull request #22 from Lost-Rabbit-Digital/enhancement_emote_system'
'd49afbc,Boden McHale,4 weeks ago,Merge branch 'main' into enhancement_emote_system'
'2a95f7e,Boden McHale,4 weeks ago,Updating social icons'
'447b746,David McHale,4 weeks ago,Streamlining worst dialogue scenes'
'39ffcf8,David McHale,4 weeks ago,Creating a consolidated simplified final confrontation scene that doesn't require 2 additional gameplay scenes'
'2ce3a3e,Boden McHale,4 weeks ago,Disabled the menu buttons on the CORRECT main menu scene'
'42d6bb4,Boden McHale,4 weeks ago,Created custom icons for BlueSky'
'6c27c4e,Boden McHale,4 weeks ago,Hid the Patreon and Ko-fi buttons'
'f1d6f9b,David McHale,4 weeks ago,Updating export presets'
'b7e4aad,David McHale,4 weeks ago,Checking in improvements for narrative and state handling, restoring narrative progress between sessions'
'7495cb1,David McHale,4 weeks ago,Merge pull request #21 from Lost-Rabbit-Digital/narrative_manager_overhaul'
'0611621,David McHale,4 weeks ago,Resolving crashing issues with new Narrative management approach'
'ab79a38,David McHale,4 weeks ago,Merge branch 'main' into narrative_manager_overhaul'
'fab714d,Boden McHale,4 weeks ago,Fixed Discord button'
'72dc354,Boden McHale,4 weeks ago,Formatted notes'
'aba660b,Boden McHale,4 weeks ago,Merge pull request #20 from Lost-Rabbit-Digital/feature_emote_system'
'c3ef2e2,Boden McHale,4 weeks ago,Moved from static version to instanced version, each potato now emotes'
'6f35662,Boden McHale,4 weeks ago,Fixed audio reference'
'4250bd4,Boden McHale,4 weeks ago,Added audio support, updated file names'
'182d87f,Boden McHale,4 weeks ago,Added the potato emote system, works now'
'560e4a1,Boden McHale,4 weeks ago,Created potato emote system'
'e419c1a,Boden McHale,4 weeks ago,Added placeholder emote'
