keys,el
tutorial_stamp_usage_step2,[center][b]Τοποθέτηση για Σφράγιση[/b][/center]\n\n{drag} το διαβατήριο κάτω από τις σφραγίδες. Θα δείτε έναν οδηγό που δείχνει πού να το τοποθετήσετε.\n\n[color=green]Πράσινη σφραγίδα[/color] = ΕΓΚΡΙΣΗ\n[color=red]Κόκκινη σφραγίδα[/color] = ΑΠΟΡΡΙΨΗ\n\n[color=yellow]Τοποθετήστε το διαβατήριο κάτω από μια σφραγίδα.[/color]
tutorial_stamp_usage_step3,[center][b]Εφαρμόστε τη Σφραγίδα![/b][/center]\n\n{interact} τη σφραγίδα για να σημειώσετε το διαβατήριο με την απόφασή σας.\n\n[color=yellow]{interact} μια σφραγίδα για να την εφαρμόσετε.[/color]
tutorial_stamp_usage_step4,[center][b]Επιστρέψτε τα Έγγραφα[/b][/center]\n\nΤώρα {drag} το σφραγισμένο διαβατήριο πίσω στην πατάτα για να ολοκληρώσετε τη διεκπεραίωσή της.\n\n[color=yellow]Επιστρέψτε το διαβατήριο στην πατάτα.[/color]
tutorial_stamp_usage_step5,[center][b]Μπράβο![/b][/center]\n\nΈχετε διεκπεραιώσει την πρώτη σας πατάτα! Παρακολουθήστε την ποσόστωσή σας - πρέπει να διεκπεραιώνετε αρκετές πατάτες σε κάθε βάρδια.
tutorial_strikes_and_quota_step1,[center][b]Το Σύστημα Ποσόστωσης[/b][/center]\n\nΚοιτάξτε την ένδειξη [color=yellow]Ποσόστωσης[/color]. Αυτή δείχνει πόσες πατάτες πρέπει να διεκπεραιώσετε σωστά σε κάθε βάρδια.
tutorial_strikes_and_quota_step2,[center][b]Αποφύγετε τα Λάθη![/b][/center]\n\nΟ μετρητής [color=red]Λαθών[/color] δείχνει τα λάθη σας. Πάρα πολλά λάθη και το παιχνίδι τελειώνει!\n\nΛάβετε λανθασμένες αποφάσεις και θα κερδίσετε λάθη.
tutorial_strikes_and_quota_step3,"[center][b]Η Εκπαίδευση Ολοκληρώθηκε![/b][/center]\n\nΣυνεχίστε να διεκπεραιώνετε πατάτες για να ολοκληρώσετε τη βάρδια εκπαίδευσής σας.\n\nΜόλις τελειώσετε, θα [color=green]πιστοποιηθείτε ως Τελωνειακός Υπάλληλος[/color] και θα είστε έτοιμοι για την πρώτη σας πραγματική μέρα!"
loading_level_in_progress,Φόρτωση Επιπέδου...
loading_level_waiting,Συνεχίζεται η Φόρτωση Επιπέδου...
loading_level_still_waiting,Συνεχίζεται η Φόρτωση Επιπέδου... (%d δευτερόλεπτα)
loading_level_complete,Φόρτωση Επιπέδου Ολοκληρώθηκε!
